Date,Close
5/18/16,70.13
5/19/16,70.43
5/20/16,70.02
5/23/16,70.08
5/24/16,70.87
5/25/16,70.67
5/26/16,70.49
5/27/16,70.59
5/31/16,70.41
6/1/16,71.2
6/2/16,71.42
6/3/16,71.6
6/6/16,71.84
6/7/16,71.59
6/8/16,72
6/9/16,72.34
6/10/16,72.12
6/13/16,71.67
6/14/16,72.09
6/15/16,71.72
6/16/16,72
6/17/16,71.44
6/20/16,71.64
6/21/16,71.8
6/22/16,72.25
6/23/16,72.67
6/24/16,70.58
6/27/16,69.99
6/28/16,71.13
6/29/16,71.86
6/30/16,73.2
7/1/16,72.95
7/5/16,73.28
7/6/16,73.28
7/7/16,73.4
7/8/16,74.25
7/11/16,74.49
7/12/16,73.95
7/13/16,74.47
7/14/16,74.71
7/15/16,74.72
7/18/16,74.5
7/19/16,74.56
7/20/16,74.12
7/21/16,73.87
7/22/16,74.61
7/25/16,74.23
7/26/16,73.98
7/27/16,73.28
7/28/16,73.25
7/29/16,74.43
8/1/16,75.11
8/2/16,74.87
8/3/16,74.08
8/4/16,74.78
8/5/16,74.58
8/8/16,74.43
8/9/16,74.78
8/10/16,74.84
8/11/16,74.89
8/12/16,74.97
8/15/16,74.71
8/16/16,74.32
8/17/16,74.58
8/18/16,74.59
8/19/16,74.49
8/22/16,74.5
8/23/16,74.54
8/24/16,74.36
8/25/16,74.63
8/26/16,74.47
8/29/16,74.81
8/30/16,74.5
8/31/16,74.34
9/1/16,74.27
9/2/16,74.89
9/6/16,75.27
9/7/16,73.76
9/8/16,72.99
9/9/16,70.86
9/12/16,72.78
9/13/16,71.84
9/14/16,71.85
9/15/16,72.1
9/16/16,71.96
9/19/16,72.19
9/20/16,72.48
9/21/16,73
9/22/16,73.53
9/23/16,73.25
9/26/16,73.11
9/27/16,73.46
9/28/16,73.6
9/29/16,73.29
9/30/16,74.14
10/3/16,73.62
10/4/16,72.8
10/5/16,72.97
10/6/16,73.28
10/7/16,73.05
10/10/16,72.61
10/11/16,72.2
10/12/16,72.43
10/13/16,72.16
10/14/16,72.31
10/17/16,72.08
10/18/16,71.93
10/19/16,71.7
10/20/16,70.92
10/21/16,70.92
10/24/16,71.03
10/25/16,71.31
10/26/16,71.26
10/27/16,70.57
10/28/16,71.17
10/31/16,71.36
11/1/16,70.99
11/2/16,71.18
11/3/16,70.57
11/4/16,69.57
11/7/16,70.54
11/8/16,71.59
11/9/16,70.37
11/10/16,67.2
11/11/16,67.42
11/14/16,66.58
11/15/16,66.59
11/16/16,66.74
11/17/16,65.99
11/18/16,65.86
11/21/16,66.22
11/22/16,66.33
11/23/16,65.99
11/25/16,66.53
11/28/16,66.43
11/29/16,66.53
11/30/16,65.23
12/1/16,65.08
12/2/16,64.72
12/5/16,64.63
12/6/16,65.03
12/7/16,65.93
12/8/16,65.7
12/9/16,66.29
12/12/16,66.75
12/13/16,66.89
12/14/16,65.91
12/15/16,66.23
12/16/16,66.23
12/19/16,66.06
12/20/16,66.39
12/21/16,66.05
12/22/16,66.37
12/23/16,66.27
12/27/16,66.01
12/28/16,65.61
12/29/16,65.89
12/30/16,65.44
1/3/17,65.54
1/4/17,66.26
1/5/17,66.85
1/6/17,67.36
1/9/17,66.42
1/10/17,65.39
1/11/17,65.31
1/12/17,65.85
1/13/17,65.88
1/17/17,67.1
1/18/17,67.86
1/19/17,67.04
1/20/17,67.95
1/23/17,67.55
1/24/17,68.26
1/25/17,68.43
1/26/17,68.24
1/27/17,64.68
1/30/17,64.53
1/31/17,64.58
2/1/17,64.72
2/2/17,65.68
2/3/17,65.97
2/6/17,65.49
2/7/17,66.56
2/8/17,66.59
2/9/17,66.6
2/10/17,67.72
2/13/17,67.71
2/14/17,67.74
2/15/17,68.61
2/16/17,69
2/17/17,71.98
2/21/17,73.18
2/22/17,73.49
2/23/17,74.44
2/24/17,73.35
2/27/17,72.65
2/28/17,72.98
3/1/17,73.46
3/2/17,73.74
3/3/17,73.59
3/6/17,73.79
3/7/17,73.72
3/8/17,73.16
3/9/17,73.37
3/10/17,74.26
3/13/17,73.9
3/14/17,73.65
3/15/17,73.94
3/16/17,73.9
3/17/17,73.96
3/20/17,73.8
3/21/17,73.7
3/22/17,73.68
3/23/17,73.92
3/24/17,73.67
3/27/17,73.43
3/28/17,73.77
3/29/17,73.56
3/30/17,73.23
3/31/17,73.19
4/3/17,73.37
4/4/17,73.62
4/5/17,73.46
4/6/17,73.13
4/7/17,73.45
4/10/17,73.73
4/11/17,73.7
4/12/17,74
4/13/17,73.66
4/17/17,74.07
4/18/17,74.37
4/19/17,73.39
4/20/17,73.18
4/21/17,73.02
4/24/17,73.66
4/25/17,74.22
4/26/17,73.5
4/27/17,73.3
4/28/17,72.04
5/1/17,71.8
5/2/17,70.76
5/3/17,71.08
5/4/17,71.95
5/5/17,71.81
5/8/17,71.84
5/9/17,71.5
5/10/17,71.8
5/11/17,71.62
5/12/17,71.25
5/15/17,71.65
5/16/17,71.58
5/17/17,75.69
5/18/17,73.93
5/19/17,74.82
5/22/17,74.28
5/23/17,73.84
5/24/17,74.6
5/25/17,75.37
5/26/17,75.45
5/30/17,76.09
5/31/17,76.36
6/1/17,76.69
6/2/17,77.11
6/5/17,77.23
6/6/17,77
6/7/17,77.16
6/8/17,75.79
6/9/17,75.77
6/12/17,75.55
6/13/17,75.69
6/14/17,75.88
6/15/17,76.35
6/16/17,76.31
6/19/17,76.9
6/20/17,76.35
6/21/17,75.68
6/22/17,75.53
6/23/17,75.92
6/26/17,75.89
6/27/17,75.37
6/28/17,75.09
6/29/17,74.12
6/30/17,74.13
7/3/17,73.94
7/5/17,73.76
7/6/17,73.45
7/7/17,73.34
7/10/17,73.08
7/11/17,72.4
7/12/17,72.28
7/13/17,72.23
7/14/17,72.49
7/17/17,72.59
7/18/17,72.52
7/19/17,72.49
7/20/17,72.09
7/21/17,73.27
7/24/17,71.85
7/25/17,72.05
7/26/17,73
7/27/17,72.95
7/28/17,72.54
7/31/17,72.2
8/1/17,71.7
8/2/17,71.62
8/3/17,71.6
8/4/17,71.48
8/7/17,71.74
8/8/17,71.7
8/9/17,71.57
8/10/17,71.55
8/11/17,71.26
8/14/17,71.45
8/15/17,71.8
8/16/17,71.93
8/17/17,71.3
8/18/17,71.02
8/21/17,71.61
8/22/17,71.64
8/23/17,71.22
8/24/17,70.78
8/25/17,71.15
8/28/17,70.9
8/29/17,71.3
8/30/17,70.95
8/31/17,71.64
9/1/17,71.3
9/5/17,71.11
9/6/17,71.49
9/7/17,71.56
9/8/17,71.82
9/11/17,72.02
9/12/17,71.95
9/13/17,71.65
9/14/17,72.14
9/15/17,72.28
9/18/17,72.39
9/19/17,72.81
9/20/17,72.55
9/21/17,71.37
9/22/17,71.19
9/25/17,73
9/26/17,73.39
9/27/17,73.08
9/28/17,73.15
9/29/17,72.85
10/2/17,72.95
10/3/17,72.44
10/4/17,72.88
10/5/17,73.21
10/6/17,72.72
10/9/17,72.36
10/10/17,72.9
10/11/17,74.73
10/12/17,75.16
10/13/17,75.99
10/16/17,75.75
10/17/17,74.96
10/18/17,74.44
10/19/17,73.14
10/20/17,72.32
10/23/17,72.19
10/24/17,71.84
10/25/17,71.42
10/26/17,71.21
10/27/17,70.4
10/30/17,69.2
10/31/17,70.45
11/1/17,70.56
11/2/17,70.94
11/3/17,70.15
11/6/17,70.25
11/7/17,70.9
11/8/17,73.27
11/9/17,72.91
11/10/17,73.21
11/13/17,73.7
11/14/17,73.46
11/15/17,72.48
11/16/17,72.63
11/17/17,71.89
11/20/17,72.07
11/21/17,72.22
11/22/17,71.75
11/24/17,72.01
11/27/17,72
11/28/17,72.76
11/29/17,72.01
11/30/17,72.45
12/1/17,73.04
12/4/17,74.52
12/5/17,74.59
12/6/17,74.25
12/7/17,73.2
12/8/17,73.32
12/11/17,73.17
12/12/17,72.49
12/13/17,73.35
12/14/17,73.24
12/15/17,74.05
12/18/17,73.99
12/19/17,74.85
12/20/17,74.52
12/21/17,74.66
12/22/17,75.15
12/26/17,75.48
12/27/17,75.37
12/28/17,75.14
12/29/17,75.45
1/2/18,75.14
1/3/18,74.85
1/4/18,75.33
1/5/18,75.42
1/8/18,75.53
1/9/18,75.64
1/10/18,74.82
1/11/18,74.55
1/12/18,74.62
1/16/18,75.42
1/17/18,76.68
1/18/18,76.63
1/19/18,77.5
1/22/18,77.38
1/23/18,76.9
1/24/18,76.8
1/25/18,77.31
1/26/18,73.56
1/29/18,73.79
1/30/18,74.67
1/31/18,74.24
2/1/18,73.33
2/2/18,72.43
2/5/18,69.81
2/6/18,70.41
2/7/18,70.17
2/8/18,68.95
2/9/18,69.76
2/12/18,70.19
2/13/18,70.3
2/14/18,69.62
2/15/18,71.22
2/16/18,71.46
2/20/18,70.03
2/21/18,69.14
2/22/18,69.39
2/23/18,70.3
2/26/18,71.07
2/27/18,69.92
2/28/18,68.97
3/1/18,68.86
3/2/18,69.27
3/5/18,70.07
3/6/18,69.64
3/7/18,69.68
3/8/18,71.02
3/9/18,71.24
3/12/18,71.08
3/13/18,70.87
3/14/18,69.99
3/15/18,69.56
3/16/18,69.62
3/19/18,70.06
3/20/18,69.69
3/21/18,68.69
3/22/18,68.82
3/23/18,68.38
3/26/18,68.19
3/27/18,69.28
3/28/18,70.8
3/29/18,71.68
4/2/18,70.15
4/3/18,70.95
4/4/18,71.65
4/5/18,71.81
4/6/18,71.64
4/9/18,71.42
4/10/18,71.73
4/11/18,71.38
4/12/18,70.94
4/13/18,71.6
4/16/18,72.44
4/17/18,72.23
4/18/18,72.08
4/19/18,69.77
4/20/18,67.52
4/23/18,66.37
4/24/18,66.63
4/25/18,66.41
4/26/18,66.59
4/27/18,66.58
4/30/18,65.23
5/1/18,65
5/2/18,63.14
5/3/18,63.32
5/4/18,63.71
5/7/18,62.82
5/8/18,62.28
5/9/18,61.91
5/10/18,62.48
5/11/18,62.71
5/14/18,62.04
5/15/18,61.65
5/16/18,62.09
5/17/18,62.29
5/18/18,62.22
5/21/18,62.25
5/22/18,62.41
5/23/18,62.72
5/24/18,62.49
5/25/18,63.75
5/29/18,63.56
5/30/18,64.39
5/31/18,63.09
6/1/18,62.69
6/4/18,62.71
6/5/18,62.29
6/6/18,62.57
6/7/18,62.76
6/8/18,63.34
6/11/18,63.75
6/12/18,63.73
6/13/18,63.06
6/14/18,63.31
6/15/18,64.73
6/18/18,63.31
6/19/18,64
6/20/18,63.9
6/21/18,63.49
6/22/18,64.63
6/25/18,65.11
6/26/18,65.14
6/27/18,64.71
6/28/18,64.93
6/29/18,64.81
7/2/18,64.58
7/3/18,64.67
7/5/18,65.96
7/6/18,65.78
7/9/18,65
7/10/18,65.73
7/11/18,65.24
7/12/18,65.17
7/13/18,65.75
7/16/18,65.62
7/17/18,65.56
7/18/18,64.81
7/19/18,65.75
7/20/18,65.95
7/23/18,65.84
7/24/18,65.27
7/25/18,65.95
7/26/18,66.94
7/27/18,66.66
7/30/18,66.46
7/31/18,67.01
8/1/18,66.08
8/2/18,67.24
8/3/18,67.5
8/6/18,67.38
8/7/18,67.23
8/8/18,66.59
8/9/18,65.93
8/10/18,65.43
8/13/18,65.55
8/14/18,65.52
8/15/18,65.83
8/16/18,66.72
8/17/18,67.5
8/20/18,67.66
8/21/18,67.4
8/22/18,66.99
8/23/18,66.57
8/24/18,66.88
8/27/18,67.09
8/28/18,66.78
8/29/18,66.96
8/30/18,66.24
8/31/18,66.41
9/4/18,65.23
9/5/18,66.59
9/6/18,67
9/7/18,67.01
9/10/18,67.16
9/11/18,67.18
9/12/18,67.98
9/13/18,68.16
9/14/18,67.99
9/17/18,68.81
9/18/18,68.26
9/19/18,67.93
9/20/18,68.79
9/21/18,69.09
9/24/18,67.94
9/25/18,67.14
9/26/18,67.1
9/27/18,66.73
9/28/18,66.95
10/1/18,67.07
10/2/18,67.39
10/3/18,65.92
10/4/18,64.92
10/5/18,64.71
10/8/18,65.35
10/9/18,65.07
10/10/18,63.83
10/11/18,62.35
10/12/18,62.54
10/15/18,62.55
10/16/18,62.61
10/17/18,63.55
10/18/18,62.64
10/19/18,64.52
10/22/18,63.64
10/23/18,63.4
10/24/18,64.64
10/25/18,63.82
10/26/18,59.58
10/29/18,57.88
10/30/18,60.19
10/31/18,59.55
11/1/18,60.08
11/2/18,60.29
11/5/18,60.23
11/6/18,60.51
11/7/18,61.33
11/8/18,60.9
11/9/18,63.8
11/12/18,61.35
11/13/18,61.86
11/14/18,62.47
11/15/18,62.4
11/16/18,63.24
11/19/18,62.77
11/20/18,62.31
11/21/18,61.92
11/23/18,61.78
11/26/18,62.74
11/27/18,63.24
11/28/18,62.83
11/29/18,63.04
11/30/18,63.52
12/3/18,63.76
12/4/18,63.08
12/6/18,63.23
12/7/18,62.71
12/10/18,63.54
12/11/18,64.55
12/12/18,65.28
12/13/18,65.47
12/14/18,65.17
12/17/18,62.92
12/18/18,62.46
12/19/18,61.88
12/20/18,60.98
12/21/18,59.91
12/24/18,58.04
12/26/18,59.4
12/27/18,59.69
12/28/18,59.62
12/31/18,59.52
1/2/19,59.25
1/3/19,58.97
1/4/19,59.52
1/7/19,59.88
1/8/19,60.55
1/9/19,61.3
1/10/19,61.82
1/11/19,62.1
1/14/19,61.61
1/15/19,62.22
1/16/19,62.13
1/17/19,62
1/18/19,62.63
1/22/19,61.74
1/23/19,62.35
1/24/19,62.2
1/25/19,61.84
1/28/19,62.74
1/29/19,63.69
1/30/19,63.95
1/31/19,64.68
2/1/19,65.05
2/4/19,65.19
2/5/19,64.74
2/6/19,65.33
2/7/19,65.05
2/8/19,65.69
2/11/19,65.79
2/12/19,66.02
2/13/19,65.94
2/14/19,65.45
2/15/19,66.48
2/19/19,66.72
2/20/19,66.51
2/21/19,66.7
2/22/19,66.9
2/25/19,66.52
2/26/19,66.49
2/27/19,65.87
2/28/19,65.87
3/1/19,66
3/4/19,66.03
3/5/19,65.72
3/6/19,65.61
3/7/19,65.34
3/8/19,65.35
3/11/19,65.85
3/12/19,65.74
3/13/19,66.52
3/14/19,66.25
3/15/19,67.2
3/18/19,66.29
3/19/19,65.75
3/20/19,65.11
3/21/19,65.83
3/22/19,66
3/25/19,66.26
3/26/19,66.92
3/27/19,67.01
3/28/19,67.37
3/29/19,68.54
4/1/19,68.3
4/2/19,68.37
4/3/19,67.82
4/4/19,67.55
4/5/19,67.92
4/8/19,68.02
4/9/19,68.11
4/10/19,68.11
4/11/19,68.09
4/12/19,68.77
4/15/19,68.71
4/16/19,69.04
4/17/19,68.68
4/18/19,69.35
4/22/19,69.6
4/23/19,69.01
